"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-20",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","24",",,0,","53",",,0","33",",,0","49",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-21",,,,,,,,,"0.00",",,0,1600","0.0","T,,0,","23",",,0,","53",",,0","35",",,0","49",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-22",,,,,,,,,"0.23",",,0,1600","0.0","P,,0,","21",",,0,","48",",,0","35",",,0","43",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-23",,,,,,,,,"0.44",",,0,1600","3.0",",,0,","20",",,0,","43",",,0","31",",,0","33",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-24",,,,,,,,,"0.29",",,0,1600","0.0","P,,0,","19",",,0,","44",",,0","28",",,0","41",",I,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-25",,,,,,,,,"0.12",",,0,1600","0.0","P,,0,","18",",,0,","38",",I,0","27",",,0","38",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-26",,,,,,,,,"0.64",",,0,1600","8.0",",,0,","26",",,0,","38",",,0","24",",,0","26",",I,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-27",,,,,,,,,"0.26",",,0,1600","3.0",",,0,","30",",,0,","35",",,0","32",",I,0","35",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-28",,,,,,,,,"0.34",",,0,1600","2.0",",,0,","27",",,0,","46",",,0","19",",,0","19",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-29",,,,,,,,,"0.70",",,0,1600",,,"35",",,0,","24",",,0","8",",,0","22",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-04-30",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","29",",,0,","33",",,0","13",",,0","30",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-01",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","24",",,0,","45",",,0","18",",,0","39",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-02",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","23",",,0,","43",",,0","44",",I,0","27",",I,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-03",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","21",",,0,","46",",,0","31",",I,0","43",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-04",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","20",",,0,","47",",,0","44",",,0","30",",I,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-05",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","16",",,0,","55",",,0","33",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-06",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","10",",,0,","61",",,0","36",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-07",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","7",",,0,","59",",,0","32",",,0","42",",I,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-08",,,,,,,,,"0.06",",,0,1600","3.0",",,0,","10",",,0,","31",",I,0","20",",,0","24",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-09",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","6",",,0,","44",",,0","16",",,0","43",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-10",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","55",",,0","31",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-11",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","55",",,0","35",",,0","45",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-12",,,,,,,,,"0.66",",,0,1600",,,"4",",,0,","46",",,0","31",",,0","42",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-13",,,,,,,,,"0.22",",,0,1600","0.0","P,,0,",,,"43",",,0","29",",,0","42",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-14",,,,,,,,,"0.01",",,0,1600","0.0","P,,0,","0",",,0,","51",",,0","33",",,0","39",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-15",,,,,,,,,"0.43",",,0,1600","0.0","P,,0,","0","P,,0,","43",",,0","20",",,0","37",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-16",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","44",",,0","22",",,0","44",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-17",,,,,,,,,"0.01",",,0,1600","0.0","P,,0,","0","P,,0,","57",",,0","32",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-18",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","56",",,0","36",",,0","47",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-19",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","0",",,0,","57",",,0","36",",,0","45",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-20",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","48",",,0","25",",,0","48",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-21",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","58",",,0","35",",,0","57",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-22",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","59",",,0","43",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-23",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","0",",,0,","62",",,0","40",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-24",,,,,,,,,"0.38",",,0,1600","1.0",",,0,","1",",,0,","62",",,0","28",",,0","30",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-25",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","48",",,0","24",",,0","48",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-26",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","51",",,0",,,"45",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-27",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","59",",,0","36",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-28",,,,,,,,,"0.15",",,0,1600","0.0","P,,0,","0","P,,0,","59",",,0","40",",,0","41",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-29",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","0",",,0,","50",",,0","40",",,0","44",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-30",,,,,,,,,"0.80",",,0,1600","0.0","P,,0,","0","P,,0,","44",",,0","32",",,0","44",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-05-31",,,,,,,,,"0.07",",,0,1600","0.0","P,,0,","0","P,,0,","50",",,0","37",",,0","37",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-01",,,,,,,,,"0.29",",,0,1600",,,"3",",,0,","37",",,0","23",",,0","29",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-02",,,,,,,,,"0.00",",,0,1600","0.0",",,0,","0",",,0,","51",",,0","25",",,0","50",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-03",,,,,,,,,"0.00",",,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","38",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-04",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","46",",,0","63",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-05",,,,,,,,,"0.00",",,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","41",",,0","61",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-06",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","43",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-07",,,,,,,,,"0.00",",,0,1600","0.0","P,,0,","0","P,,0,","62",",,0","42",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-08",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","41",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-09",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","48",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-10",,,,,,,,,"0.20",",,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","46",",,0","52",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-11",,,,,,,,,"0.98",",,0,1600","0.0","P,,0,","0","P,,0,","55",",,0","36",",,0","48",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-12",,,,,,,,,"0.26",",,0,1600","0.0","P,,0,","0","P,,0,","51",",,0","35",",,0","44",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-13",,,,,,,,,"0.05",",,0,1600","0.0","P,,0,","0","P,,0,","56",",,0","32",",,0","53",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-14",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","58",",,0","43",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-15",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","58",",,0","36",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-16",,,,,,,,,"0.37",",,0,1600","0.0","P,,0,","0","P,,0,","55",",,0","33",",,0","46",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-17",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","36",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-18",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","48",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-19",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","41",",,0","56",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-20",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","40",",,0","63",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-21",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","43",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-22",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","75",",,0","46",",,0","75",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-23",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","76",",,0","53",",,0","76",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-24",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","76",",,0","53",",,0","74",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-25",,,,,,,,,"0.10",",,0,1600","0.0","P,,0,","0","P,,0,","77",",,0","52",",,0","76",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-26",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","78",",,0","52",",,0","77",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-27",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","78",",,0","51",",,0","74",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-28",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","75",",,0","49",",,0","75",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-29",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","78",",,0","53",",,0","77",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-06-30",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","79",",,0","53",",,0","77",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-01",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","78",",,0","58",",,0","76",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-02",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","78",",,0","57",",,0","72",",I,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-03",,,,,,,,,"0.11",",,0,1600","0.0","P,,0,","0","P,,0,","68",",I,0","45",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-04",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","52",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-05",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","76",",,0","49",",,0","75",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-06",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","75",",,0","56",",,0","72",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-07",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","73",",,0","57",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-08",,,,,,,,,"0.42",",,0,1600","0.0","P,,0,","0","P,,0,","73",",,0","50",",,0","50",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-09",,,,,,,,,"0.09",",,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","49",",,0","61",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-10",,,,,,,,,"0.02",",,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","45",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-11",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","74",",,0","50",",,0","73",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-12",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","75",",,0","55",",,0","73",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-13",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","77",",,0","54",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-14",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","50",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-15",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","50",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-16",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","48",",,0","71",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-17",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","73",",,0","50",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-18",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","54",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-19",,,,,,,,,"0.03",",,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","49",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-20",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","46",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-21",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","44",",,0","60",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-22",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","70",",,0","44",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-23",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","52",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-24",,,,,,,,,"0.63",",,0,1600","0.0","P,,0,","0","P,,0,","70",",,0","47",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-25",,,,,,,,,"0.76",",,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","47",",,0","68",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-26",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","38",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-27",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","42",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-28",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","70",",,0","44",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-29",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","47",",,0","71",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-30",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","73",",,0","49",",,0","72",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-07-31",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","75",",,0","55",",,0","74",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-01",,,,,,,,,"0.01",",,0,1600","0.0","P,,0,","0",",,0,","74",",,0","48",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-02",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","44",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-03",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","70",",,0","46",",,0","67",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-04",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","46",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-05",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","47",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-06",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","75",",,0","49",",,0","73",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-07",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","76",",,0","52",",,0","73",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-08",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","79",",,0","53",",,0","79",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-09",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","81",",,0","57",",,0","77",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-10",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","78",",,0","54",",,0","76",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-11",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","76",",,0","48",",,0","63",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-12",,,,,,,,,"0.02",",,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","46",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-13",,,,,,,,,"0.05",",,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","47",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-14",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","48",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-15",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","50",",,0","56",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-16",,,,,,,,,"0.05",",,0,1600","0.0","P,,0,","0","P,,0,","61",",,0","46",",,0","51",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-17",,,,,,,,,"0.12",",,0,1600","0.0","P,,0,","0","P,,0,","61",",,0","45",",,0","60",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-18",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","49",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-19",,,,,,,,,"0.06",",,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","49",",,0","57",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-20",,,,,,,,,"0.51",",,0,1600","0.0","P,,0,","0","P,,0,","62",",,0","42",",,0","60",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1990-08-21",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","46",",,0","56",",,0,1600",,,,,,,,,,,,
